bilheteunico;calldate;hora;tipo;app;origem;destino;duracao;billsec;duracaototal;
1677142782.2;23/02/2023;05:59:43;IN;Agente;1105;Agente/609;23;3;26;
1677142816.4;23/02/2023;06:00:16;IN;Agente;1116;Agente/607;16;15;31;
1677143515.8;23/02/2023;06:11:55;IN;Agente;1113;Agente/613;20;2;22;
1677145169.13;23/02/2023;06:39:29;IN;Agente;2310;Agente/611;26;3;29;
1677145255.15;23/02/2023;06:40:55;IN;Agente;0003;Agente/608;9;4;13;
1677145373.17;23/02/2023;06:42:54;IN;Agente;0004;Agente/612;13;3;16;
1677145395.19;23/02/2023;06:43:15;IN;Agente;0009;Agente/609;20;3;23;
1677145418.21;23/02/2023;06:43:39;IN;Agente;0019;Agente/607;28;3;31;
1677145619.23;23/02/2023;06:46:59;IN;Agente;0017;Agente/613;27;3;30;
1677145840.25;23/02/2023;06:50:40;IN;Agente;2302;Agente/611;20;3;23;
1677145857.27;23/02/2023;06:50:57;IN;Agente;0017;Agente/608;7;2;9;
1677145869.29;23/02/2023;06:51:09;IN;Agente;4211;Agente/612;17;3;20;
1677145936.31;23/02/2023;06:52:16;IN;Agente;1403;Agente/609;20;3;23;
1677145943.33;23/02/2023;06:52:23;IN;Agente;4105;Agente/607;19;3;22;
1677145969.35;23/02/2023;06:52:49;IN;Agente;4118;Agente/613;26;2;28;
1677145974.36;23/02/2023;06:52:54;IN;Agente;2203;Agente/611;21;2;23;
1677145977.38;23/02/2023;06:52:57;IN;Agente;4115;Agente/608;10;4;14;
1677145979.39;23/02/2023;06:52:59;IN;Agente;2019;Agente/612;16;3;19;
1677146015.43;23/02/2023;06:53:36;IN;Agente;4406;Agente/609;15;3;18;
1677146033.45;23/02/2023;06:53:53;IN;Agente;0214;Agente/607;14;2;16;
1677146047.47;23/02/2023;06:54:07;IN;Agente;1410;Agente/608;9;2;11;
1677146072.49;23/02/2023;06:54:32;IN;Agente;2607;Agente/611;32;3;35;
1677146078.50;23/02/2023;06:54:38;IN;Agente;2613;Agente/612;23;2;25;
1677146095.53;23/02/2023;06:54:55;IN;Agente;4121;Agente/613;16;2;18;
1677146103.55;23/02/2023;06:55:03;IN;Agente;0212;Agente/609;20;3;23;
1677146104.56;23/02/2023;06:55:04;IN;Agente;0209;Agente/607;24;3;27;
1677146113.59;23/02/2023;06:55:13;IN;Agente;2415;Agente/608;16;3;19;
1677146114.60;23/02/2023;06:55:14;IN;Agente;2109;Agente/612;14;3;17;
1677146124.63;23/02/2023;06:55:24;IN;QUE;2602;VILLE-900;0;1;1;
1677146125.64;23/02/2023;06:55:25;IN;Agente;4408;Agente/611;20;3;23;
1677146132.67;23/02/2023;06:55:32;IN;Agente;4407;Agente/613;20;2;22;
1677146142.69;23/02/2023;06:55:43;IN;Agente;2006;Agente/609;16;3;19;
1677146143.70;23/02/2023;06:55:43;IN;Agente;2602;Agente/607;15;3;18;
1677146144.71;23/02/2023;06:55:45;IN;Agente;4410;Agente/612;15;1;16;
1677146146.72;23/02/2023;06:55:46;IN;Agente;0014;Agente/608;13;5;18;
1677146146.73;23/02/2023;06:55:47;IN;Agente;3805;Agente/611;37;11;48;
1677146156.78;23/02/2023;06:55:56;IN;Agente;1801;Agente/612;10;9;19;
1677146158.79;23/02/2023;06:55:58;IN;Agente;2302;Agente/613;35;10;45;
1677146163.81;23/02/2023;06:56:03;IN;QUE;3407;VILLE-900;0;0;0;
1677146166.82;23/02/2023;06:56:06;IN;Agente;2010;Agente/607;11;11;22;
1677146177.85;23/02/2023;06:56:17;IN;Agente;3702;Agente/609;13;2;15;
1677146179.86;23/02/2023;06:56:19;IN;Agente;4201;Agente/608;12;2;14;
1677146191.90;23/02/2023;06:56:32;IN;Agente;2016;Agente/612;16;3;19;
1677146202.92;23/02/2023;06:56:42;IN;Agente;3407;Agente/607;23;3;26;
1677146213.94;23/02/2023;06:56:53;IN;Agente;4408;Agente/609;19;2;21;
1677146248.96;23/02/2023;06:57:28;IN;Agente;3401;Agente/608;9;2;11;
1677146249.97;23/02/2023;06:57:29;IN;Agente;4406;Agente/611;14;3;17;
1677146250.98;23/02/2023;06:57:30;IN;Agente;3808;Agente/613;37;2;39;
1677146265.102;23/02/2023;06:57:45;IN;Agente;0204;Agente/612;14;2;16;
1677146298.104;23/02/2023;06:58:18;IN;Agente;3410;Agente/607;20;2;22;
1677146343.106;23/02/2023;06:59:03;IN;Agente;2705;Agente/609;29;2;31;
1677146344.107;23/02/2023;06:59:04;IN;Agente;3804;Agente/608;12;3;15;
1677146347.108;23/02/2023;06:59:08;IN;Agente;1812;Agente/611;27;3;30;
1677146352.111;23/02/2023;06:59:12;IN;Agente;1805;Agente/612;12;3;15;
1677146352.112;23/02/2023;06:59:13;IN;Agente;1817;Agente/613;28;4;32;
1677146354.113;23/02/2023;06:59:14;IN;Agente;2708;Agente/607;33;3;36;
1677146369.118;23/02/2023;06:59:29;IN;Agente;1103;Agente/608;13;3;16;
1677146375.119;23/02/2023;06:59:35;IN;Agente;2215;Agente/612;16;3;19;
1677146396.122;23/02/2023;06:59:56;IN;Agente;3709;Agente/609;18;3;21;
1677146396.123;23/02/2023;06:59:56;IN;Agente;1108;Agente/611;28;2;30;
1677146398.124;23/02/2023;06:59:58;IN;Agente;1902;Agente/613;31;3;34;
1677146402.125;23/02/2023;07:00:02;IN;Agente;3420;Agente/608;13;3;16;
1677146418.130;23/02/2023;07:00:18;IN;Agente;1404;Agente/607;10;16;26;
1677146435.132;23/02/2023;07:00:35;IN;Agente;3802;Agente/608;10;3;13;
1677146435.133;23/02/2023;07:00:35;IN;Agente;2115;Agente/612;16;2;18;
1677146435.134;23/02/2023;07:00:35;IN;Agente;2317;Agente/609;23;2;25;
1677146468.139;23/02/2023;07:01:09;IN;Agente;3414;Agente/611;33;3;36;
1677146472.140;23/02/2023;07:01:13;IN;Agente;2410;Agente/613;13;3;16;
1677146475.141;23/02/2023;07:01:15;IN;Agente;2807;Agente/607;12;3;15;
1677146490.145;23/02/2023;07:01:30;IN;Agente;2604;Agente/608;12;2;14;
1677146493.146;23/02/2023;07:01:34;IN;Agente;4416;Agente/612;12;3;15;
1677146522.149;23/02/2023;07:02:02;IN;Agente;2205;Agente/609;61;3;64;
1677146535.151;23/02/2023;07:02:15;IN;Agente;3707;Agente/613;23;4;27;
1677146538.152;23/02/2023;07:02:18;IN;Agente;1003;Agente/607;12;3;15;
1677146549.155;23/02/2023;07:02:29;IN;Agente;1012;Agente/611;21;2;23;
1677146557.157;23/02/2023;07:02:37;IN;Agente;3815;Agente/608;13;2;15;
1677146564.159;23/02/2023;07:02:44;IN;Agente;2004;Agente/612;14;3;17;
1677146604.161;23/02/2023;07:03:24;IN;Agente;4021;Agente/607;15;2;17;
1677146620.163;23/02/2023;07:03:41;IN;Agente;4002;Agente/613;25;4;29;
1677146622.164;23/02/2023;07:03:42;IN;Agente;4011;Agente/611;25;2;27;
1677146623.165;23/02/2023;07:03:43;IN;Agente;4019;Agente/608;13;2;15;
1677146659.169;23/02/2023;07:04:19;IN;Agente;2203;Agente/612;37;2;39;
1677146665.170;23/02/2023;07:04:25;IN;Agente;1417;Agente/609;20;3;23;
1677146670.172;23/02/2023;07:04:30;IN;Agente;3805;Agente/607;14;3;17;
1677146672.174;23/02/2023;07:04:32;IN;Agente;1415;Agente/608;12;1;13;
1677146675.175;23/02/2023;07:04:35;IN;URA;4015;VILLE-FR_ONLINE;0;3;3;
1677146680.178;23/02/2023;07:04:40;IN;Agente;1911;Agente/611;27;3;30;
1677146691.180;23/02/2023;07:04:51;IN;Agente;1019;Agente/613;48;2;50;
1677146759.182;23/02/2023;07:05:59;IN;Agente;1108;Agente/608;5;2;7;
1677146762.183;23/02/2023;07:06:02;IN;Agente;3811;Agente/609;22;4;26;
1677146793.186;23/02/2023;07:06:33;IN;Agente;1108;Agente/607;37;4;41;
1677146803.188;23/02/2023;07:06:43;IN;Agente;3805;Agente/612;16;2;18;
1677146808.189;23/02/2023;07:06:48;IN;Agente;0207;Agente/611;25;3;28;
1677146819.192;23/02/2023;07:06:59;IN;Agente;3603;Agente/613;14;3;17;
1677146840.194;23/02/2023;07:07:20;IN;Agente;2801;Agente/608;11;3;14;
1677146840.195;23/02/2023;07:07:21;IN;Agente;2307;Agente/609;14;3;17;
1677146891.198;23/02/2023;07:08:11;IN;Agente;3802;Agente/612;8;2;10;
1677146894.199;23/02/2023;07:08:14;IN;Agente;4015;Agente/607;16;2;18;
1677146897.200;23/02/2023;07:08:17;IN;Agente;4215;Agente/611;26;3;29;
1677146903.203;23/02/2023;07:08:24;IN;Agente;0909;Agente/613;23;3;26;
1677147005.206;23/02/2023;07:10:05;IN;Agente;0204;Agente/608;8;4;12;
1677147008.207;23/02/2023;07:10:08;IN;Agente;0018;Agente/609;16;5;21;
1677147045.210;23/02/2023;07:10:45;IN;Agente;0909;Agente/612;13;2;15;
1677147076.212;23/02/2023;07:11:17;IN;Agente;1805;Agente/607;13;4;17;
1677147104.214;23/02/2023;07:11:44;IN;Agente;2208;Agente/611;18;3;21;
1677147175.216;23/02/2023;07:12:55;IN;Agente;2010;Agente/613;66;3;69;
1677147184.218;23/02/2023;07:13:04;IN;Agente;1014;Agente/608;15;3;18;
1677147201.220;23/02/2023;07:13:21;IN;Agente;3819;Agente/612;14;3;17;
1677147224.222;23/02/2023;07:13:44;IN;Agente;4215;Agente/607;10;2;12;
1677147254.224;23/02/2023;07:14:14;IN;Agente;1805;Agente/609;16;3;19;
1677147280.226;23/02/2023;07:14:40;IN;Agente;1005;Agente/608;11;16;27;
1677147290.228;23/02/2023;07:14:51;IN;Agente;1410;Agente/611;40;1;41;
1677147295.229;23/02/2023;07:14:55;IN;Agente;4011;Agente/612;9;3;12;
1677147330.233;23/02/2023;07:15:30;IN;Agente;0016;Agente/607;12;3;15;
1677147331.234;23/02/2023;07:15:31;IN;Agente;2807;Agente/613;12;3;15;
1677147395.237;23/02/2023;07:16:35;IN;Agente;2118;Agente/609;19;3;22;
1677147445.239;23/02/2023;07:17:26;IN;Agente;0214;Agente/608;34;3;37;
1677147451.240;23/02/2023;07:17:31;IN;QUE;3518;VILLE-900;0;1;1;
1677147506.243;23/02/2023;07:18:26;IN;Agente;0017;Agente/612;25;3;28;
1677147512.244;23/02/2023;07:18:32;IN;Agente;2103;Agente/611;17;3;20;
1677147518.246;23/02/2023;07:18:38;IN;Agente;3821;Agente/607;16;3;19;
1677147591.249;23/02/2023;07:19:51;IN;Agente;4406;Agente/613;15;21;36;
1677147592.250;23/02/2023;07:19:52;IN;Agente;0919;Agente/609;20;4;24;
1677147613.254;23/02/2023;07:20:13;IN;Agente;4002;Agente/608;7;2;9;
1677147656.257;23/02/2023;07:20:56;IN;Agente;2310;Agente/611;12;3;15;
1677147661.258;23/02/2023;07:21:01;IN;Agente;3515;Agente/612;11;3;14;
1677147694.261;23/02/2023;07:21:34;IN;Agente;2302;Agente/607;6;3;9;
1677147765.263;23/02/2023;07:22:45;IN;Agente;4121;Agente/613;24;4;28;
1677147829.265;23/02/2023;07:23:49;IN;Agente;4408;Agente/611;12;5;17;
1677147846.267;23/02/2023;07:24:06;IN;Agente;1103;Agente/612;13;4;17;
1677147862.269;23/02/2023;07:24:22;IN;Agente;0207;Agente/607;12;2;14;
1677147869.271;23/02/2023;07:24:30;IN;Agente;1415;Agente/613;14;3;17;
1677147928.273;23/02/2023;07:25:28;IN;Agente;1902;Agente/611;23;3;26;
1677147932.274;23/02/2023;07:25:32;IN;Agente;2707;Agente/612;21;3;24;
1677147980.277;23/02/2023;07:26:20;IN;Agente;2317;Agente/607;13;3;16;
1677147992.279;23/02/2023;07:26:32;IN;Agente;4118;Agente/613;21;2;23;
1677148119.281;23/02/2023;07:28:39;IN;Agente;1805;Agente/611;21;3;24;
1677148158.283;23/02/2023;07:29:18;IN;Agente;2410;Agente/612;11;2;13;
1677148165.285;23/02/2023;07:29:25;IN;Agente;1805;Agente/607;20;18;38;
1677148192.288;23/02/2023;07:29:52;IN;URA;2310;VILLE-FR_ONLINE;0;2;2;
1677148227.289;23/02/2023;07:30:27;IN;Agente;1410;Agente/613;37;2;39;
1677148255.291;23/02/2023;07:30:55;IN;Agente;4217;Agente/611;24;2;26;
1677148277.293;23/02/2023;07:31:17;IN;Agente;2117;Agente/612;20;3;23;
1677148437.295;23/02/2023;07:33:57;IN;Agente;1204;Agente/607;15;15;30;
1677148488.298;23/02/2023;07:34:48;IN;Agente;0003;Agente/613;17;2;19;
1677148494.299;23/02/2023;07:34:54;IN;Agente;2401;Agente/611;11;4;15;
1677148501.302;23/02/2023;07:35:01;IN;Agente;0921;Agente/612;13;2;15;
1677148557.304;23/02/2023;07:35:58;IN;Agente;3709;Agente/607;38;15;53;
1677148618.307;23/02/2023;07:36:58;IN;Agente;0214;Agente/611;11;4;15;
1677148649.309;23/02/2023;07:37:29;IN;Agente;0214;Agente/608;9;2;11;
1677148712.311;23/02/2023;07:38:32;IN;Agente;2414;Agente/609;15;4;19;
1677148734.313;23/02/2023;07:38:54;IN;Agente;4121;Agente/612;9;4;13;
1677148739.314;23/02/2023;07:38:59;IN;Agente;3513;Agente/607;13;4;17;
1677148756.317;23/02/2023;07:39:16;IN;Agente;2302;Agente/611;9;3;12;
1677148758.318;23/02/2023;07:39:18;IN;Agente;3605;Agente/608;11;2;13;
1677148803.321;23/02/2023;07:40:03;IN;Agente;2702;Agente/609;20;2;22;
1677148807.322;23/02/2023;07:40:07;IN;Agente;3420;Agente/612;8;3;11;
1677148854.325;23/02/2023;07:40:54;IN;Agente;4118;Agente/607;16;4;20;
1677148916.327;23/02/2023;07:41:56;IN;Agente;1214;Agente/611;12;4;16;
1677148918.328;23/02/2023;07:41:59;IN;Agente;3609;Agente/608;10;2;12;
1677148928.331;23/02/2023;07:42:09;IN;Agente;3702;Agente/612;27;4;31;
1677148943.333;23/02/2023;07:42:24;IN;Agente;3605;Agente/609;15;3;18;
1677148947.334;23/02/2023;07:42:27;IN;Agente;3613;Agente/607;7;3;10;
1677148987.337;23/02/2023;07:43:07;IN;Agente;3917;Agente/608;9;2;11;
1677149013.339;23/02/2023;07:43:33;IN;Agente;2006;Agente/611;18;4;22;
1677149018.340;23/02/2023;07:43:38;IN;Agente;3707;Agente/607;8;3;11;
1677149018.341;23/02/2023;07:43:39;IN;Agente;4211;Agente/612;9;2;11;
1677149020.343;23/02/2023;07:43:40;IN;Agente;0905;Agente/609;13;2;15;
1677149045.347;23/02/2023;07:44:05;IN;QUE;1003;VILLE-900;0;1;1;
1677149066.349;23/02/2023;07:44:27;IN;Agente;2613;Agente/608;14;2;16;
1677149072.350;23/02/2023;07:44:32;IN;Agente;0422;Agente/607;9;15;24;
1677149114.354;23/02/2023;07:45:14;IN;Agente;3611;Agente/612;16;3;19;
1677149116.355;23/02/2023;07:45:16;IN;Agente;0214;Agente/611;32;4;36;
